,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
15,2015-06-17T00:00:00.000Z,127.3,127.88,126.74,127.72,32918071,28.7536439032,28.8846502933,28.6271549748,28.8485105995,131672284,0.0,1.0
16,2015-06-18T00:00:00.000Z,127.88,128.31,127.22,127.23,35407220,28.8846502933,28.9817757205,28.7355740563,28.7378327871,141628880,0.0,1.0
17,2015-06-19T00:00:00.000Z,126.6,127.82,126.4,127.71,54716887,28.5955327427,28.8710979081,28.5503581254,28.8462518686,218867548,0.0,1.0
18,2015-06-22T00:00:00.000Z,127.61,128.06,127.08,127.49,34039345,28.82366456,28.9253074489,28.7039518242,28.7965597896,136157380,0.0,1.0
19,2015-06-23T00:00:00.000Z,127.03,127.61,126.8792,127.48,30268863,28.6926581698,28.82366456,28.6585965084,28.7943010587,121075452,0.0,1.0
20,2015-06-24T00:00:00.000Z,128.11,129.8,127.12,127.21,55280855,28.9366011032,29.3183266193,28.7129867476,28.7333153254,221123420,0.0,1.0
21,2015-06-25T00:00:00.000Z,127.5,129.2,127.5,128.86,31938100,28.7988185205,29.1828027674,28.7988185205,29.106005918,127752400,0.0,1.0
22,2015-06-26T00:00:00.000Z,126.75,127.99,126.51,127.67,44066841,28.6294137056,28.9094963328,28.5752041649,28.8372169452,176267364,0.0,1.0
23,2015-06-29T00:00:00.000Z,124.53,126.47,124.48,125.46,49161427,28.1279754538,28.5661692414,28.1166817994,28.3380374241,196645708,0.0,1.0
24,2015-06-30T00:00:00.000Z,125.425,126.12,124.86,125.57,44370682,28.3301318661,28.4871136612,28.2025135723,28.3628834637,177482728,0.0,1.0
25,2015-07-01T00:00:00.000Z,126.6,126.94,125.99,126.9,30238811,28.5955327427,28.6723295921,28.45775016,28.6632946686,120955244,0.0,1.0
26,2015-07-02T00:00:00.000Z,126.44,126.69,125.77,126.43,27210952,28.5593930489,28.6158613205,28.4080580809,28.557134318,108843808,0.0,1.0
27,2015-07-06T00:00:00.000Z,126.0,126.23,124.85,124.94,28060431,28.4600088908,28.5119597007,28.2002548414,28.2205834192,112241724,0.0,1.0
28,2015-07-07T00:00:00.000Z,125.69,126.15,123.77,125.89,46946811,28.389988234,28.4938898538,27.9563119081,28.4351628513,187787244,0.0,1.0
29,2015-07-08T00:00:00.000Z,122.57,124.64,122.54,124.48,60761614,27.6852642043,28.1528214933,27.6784880118,28.1166817994,243046456,0.0,1.0
30,2015-07-09T00:00:00.000Z,120.07,124.06,119.22,123.85,78595038,27.1205814883,28.0218151031,26.9285893648,27.974381755,314380152,0.0,1.0
31,2015-07-10T00:00:00.000Z,123.28,123.85,121.21,121.94,61354474,27.8456340957,27.974381755,27.3780768068,27.5429641599,245417896,0.0,1.0
32,2015-07-13T00:00:00.000Z,125.66,125.755,124.32,125.03,41440538,28.3832120414,28.4046699846,28.0805421056,28.240911997,165762152,0.0,1.0
33,2015-07-14T00:00:00.000Z,125.61,126.37,125.04,126.04,31768139,28.3719183871,28.5435819328,28.2431707278,28.4690438143,127072556,0.0,1.0
34,2015-07-15T00:00:00.000Z,126.82,127.15,125.58,125.72,33649200,28.6452248217,28.7197629402,28.3651421945,28.3967644266,134596800,0.0,1.0
35,2015-07-16T00:00:00.000Z,128.51,128.57,127.35,127.74,36222447,29.0269503378,29.040502723,28.7649375575,28.8530280612,144889788,0.0,1.0
36,2015-07-17T00:00:00.000Z,129.62,129.62,128.31,129.08,46164710,29.2776694637,29.2776694637,28.9817757205,29.155697997,184658840,0.0,1.0
37,2015-07-20T00:00:00.000Z,132.07,132.97,130.7,130.97,58900203,29.8310585255,30.0343443033,29.5216123971,29.5825981304,235600812,0.0,1.0
38,2015-07-21T00:00:00.000Z,130.75,132.92,130.32,132.85,76756427,29.5329060514,30.023050649,29.4357806242,30.0072395329,307025708,0.0,1.0
39,2015-07-22T00:00:00.000Z,125.22,125.5,121.99,121.99,115450607,28.2838278834,28.3470723476,27.5542578142,27.5542578142,461802428,0.0,1.0
40,2015-07-23T00:00:00.000Z,125.16,127.09,125.06,126.2,50999452,28.2702754982,28.706210555,28.2476881896,28.5051835081,203997808,0.0,1.0
41,2015-07-24T00:00:00.000Z,124.5,125.74,123.9,125.32,42162332,28.1211992612,28.4012818883,27.9856754093,28.306415192,168649328,0.0,1.0
42,2015-07-27T00:00:00.000Z,122.77,123.61,122.12,123.09,44455540,27.7304388216,27.9201722142,27.5836213155,27.8027182093,177822160,0.0,1.0
43,2015-07-28T00:00:00.000Z,123.38,123.91,122.55,123.38,33618097,27.8682214044,27.9879341402,27.6807467426,27.8682214044,134472388,0.0,1.0
44,2015-07-29T00:00:00.000Z,122.99,123.5,122.27,123.15,37011653,27.7801309007,27.8953261747,27.6175022784,27.8162705945,148046612,0.0,1.0
45,2015-07-30T00:00:00.000Z,122.37,122.5699,121.71,122.32,33628268,27.6400895871,27.685241617,27.49101335,27.6287959327,134513072,0.0,1.0
46,2015-07-31T00:00:00.000Z,121.3,122.6425,120.91,122.6,42884953,27.3984053846,27.7016400031,27.3103148809,27.6920403969,171539812,0.0,1.0
47,2015-08-03T00:00:00.000Z,118.44,122.57,117.52,121.5,69975968,26.7524083574,27.6852642043,26.5446051179,27.4435800019,279903872,0.0,1.0
48,2015-08-04T00:00:00.000Z,114.64,117.7,113.25,117.42,124138623,25.8940906289,26.5852622734,25.5801270388,26.5220178092,496554492,0.0,1.0
49,2015-08-05T00:00:00.000Z,115.4,117.44,112.1,112.95,98384461,26.0657541746,26.5265352709,25.3203729894,25.5123651128,393537844,0.0,1.0
50,2015-08-06T00:00:00.000Z,115.13,116.5,114.115,115.97,52903040,26.1222224462,26.4330662293,25.8919257748,26.312812795,211612160,0.52,1.0
51,2015-08-07T00:00:00.000Z,115.52,116.25,114.5,114.58,38670405,26.2107108224,26.3763429113,25.9792796846,25.9974311464,154681620,0.0,1.0
52,2015-08-10T00:00:00.000Z,119.72,119.99,116.53,116.53,54951597,27.1636625663,27.2249237499,26.4398730275,26.4398730275,219806388,0.0,1.0
53,2015-08-11T00:00:00.000Z,113.49,118.18,113.33,117.81,97082814,25.7501174796,26.8142469269,25.713814556,26.7302964161,388331256,0.0,1.0
54,2015-08-12T00:00:00.000Z,115.24,115.42,109.63,112.53,101685610,26.1471807062,26.1880214952,24.8743094483,25.5322999381,406742440,0.0,1.0
55,2015-08-13T00:00:00.000Z,115.15,116.4,114.54,116.04,48535789,26.1267603117,26.4103769021,25.9883554155,26.3286953241,194143156,0.0,1.0
56,2015-08-14T00:00:00.000Z,115.96,116.31,114.01,114.32,42929516,26.3105438623,26.3899565076,25.8681019812,25.9384388956,171718064,0.0,1.0
57,2015-08-17T00:00:00.000Z,117.16,117.65,115.5,116.04,40884745,26.5828157891,26.6939934926,26.206172957,26.3286953241,163538980,0.0,1.0
58,2015-08-18T00:00:00.000Z,116.5,117.44,116.01,116.43,34560708,26.4330662293,26.6463459054,26.3218885259,26.4171837003,138242832,0.0,1.0
59,2015-08-19T00:00:00.000Z,115.01,116.52,114.68,116.1,48286510,26.0949952535,26.4376040948,26.0201204737,26.3423089204,193146040,0.0,1.0
60,2015-08-20T00:00:00.000Z,112.65,114.35,111.63,114.08,68501622,25.5595271308,25.9452456938,25.328095993,25.8839845102,274006488,0.0,1.0
61,2015-08-21T00:00:00.000Z,105.76,111.9,105.645,110.43,128275471,23.9962324843,25.3893571765,23.9701397579,25.0558240661,513101884,0.0,1.0
62,2015-08-24T00:00:00.000Z,103.12,108.8,92.0,94.87,162206292,23.3972342452,24.6859880322,20.8741810566,21.5253647483,648825168,0.0,1.0
63,2015-08-25T00:00:00.000Z,103.74,111.11,103.5,111.11,103601599,23.5379080741,25.2101114913,23.4834536887,25.2101114913,414406396,0.0,1.0
64,2015-08-26T00:00:00.000Z,109.69,109.89,105.05,107.085,96774611,24.8879230446,24.9333016991,23.8351382609,24.2968660701,387098444,0.0,1.0
65,2015-08-27T00:00:00.000Z,112.92,113.24,110.02,112.25,84616056,25.6207883143,25.6933941615,24.9627978245,25.4687698218,338464224,0.0,1.0
66,2015-08-28T00:00:00.000Z,113.29,113.31,111.54,112.17,53164407,25.7047388251,25.7092766905,25.3076755985,25.45061836,212657628,0.0,1.0
67,2015-08-31T00:00:00.000Z,112.76,114.53,112.0,112.13,56229271,25.5844853907,25.9860864828,25.4120465037,25.4415426292,224917084,0.0,1.0
68,2015-09-01T00:00:00.000Z,107.72,111.88,107.36,110.18,76845860,24.4409432981,25.3848193111,24.35926172,24.9991007481,307383440,0.0,1.0
69,2015-09-02T00:00:00.000Z,112.34,112.34,109.131,110.0,61888812,25.4891902163,25.4891902163,24.7610897054,24.958259959,247555248,0.0,1.0
70,2015-09-03T00:00:00.000Z,110.37,112.78,110.04,112.49,53233940,25.0422104698,25.5890232562,24.9673356899,25.5232242072,212935760,0.0,1.0
71,2015-09-04T00:00:00.000Z,109.27,110.45,108.51,108.97,49996311,24.7926278702,25.0603619316,24.6201889832,24.7245598885,199985244,0.0,1.0
72,2015-09-08T00:00:00.000Z,112.31,112.56,110.32,111.65,54843626,25.4823834182,25.5391067363,25.0308658062,25.3326338584,219374504,0.0,1.0
73,2015-09-09T00:00:00.000Z,110.15,114.02,109.77,113.76,85010804,24.9922939499,25.8703709139,24.9060745064,25.8113786631,340043216,0.0,1.0
74,2015-09-10T00:00:00.000Z,112.57,113.2825,109.9,110.27,62892831,25.541375669,25.7030371255,24.9355706318,25.0195211426,251571324,0.0,1.0
75,2015-09-11T00:00:00.000Z,114.21,114.21,111.76,111.79,49915473,25.9134806356,25.9134806356,25.3575921184,25.3643989166,199661892,0.0,1.0
76,2015-09-14T00:00:00.000Z,115.31,116.89,114.86,116.58,58363431,26.1630632352,26.5215546056,26.0609612627,26.4512176911,233453724,0.0,1.0
77,2015-09-15T00:00:00.000Z,116.28,116.53,114.42,115.93,43341155,26.3831497094,26.4398730275,25.9611282228,26.3037370641,173364620,0.0,1.0
78,2015-09-16T00:00:00.000Z,116.41,116.54,115.44,116.25,37173489,26.4126458348,26.4421419602,26.1925593606,26.3763429113,148693956,0.0,1.0
79,2015-09-17T00:00:00.000Z,113.92,116.49,113.715,115.66,64112641,25.8476815867,26.4307972966,25.8011684658,26.2424758806,256450564,0.0,1.0
80,2015-09-18T00:00:00.000Z,113.45,114.3,111.87,112.21,74285291,25.7410417487,25.9339010302,25.3825503783,25.4596940909,297141164,0.0,1.0
81,2015-09-21T00:00:00.000Z,115.21,115.37,113.66,113.67,50221965,26.140373908,26.1766768316,25.7886893359,25.7909582686,200887860,0.0,1.0
82,2015-09-22T00:00:00.000Z,113.4,114.18,112.5201,113.38,50346159,25.729697085,25.9066738375,25.5300536947,25.7251592196,201384636,0.0,1.0
83,2015-09-23T00:00:00.000Z,114.32,114.72,113.3,113.63,35756716,25.9384388956,26.0291962046,25.7070077578,25.7818825377,143026864,0.0,1.0
84,2015-09-24T00:00:00.000Z,115.0,115.5,112.37,113.25,50219475,26.0927263208,26.206172957,25.4959970145,25.6956630942,200877900,0.0,1.0
85,2015-09-25T00:00:00.000Z,114.71,116.69,114.02,116.44,56151926,26.0269272718,26.4761759511,25.8703709139,26.419452633,224607704,0.0,1.0
86,2015-09-28T00:00:00.000Z,112.44,114.57,112.44,113.85,50782189,25.5118795436,25.9951622137,25.5118795436,25.8317990576,203128756,0.0,1.0
87,2015-09-29T00:00:00.000Z,109.06,113.51,107.86,112.83,73365384,24.744980283,25.754655345,24.4727083562,25.6003679198,293461536,0.0,1.0
88,2015-09-30T00:00:00.000Z,109.95,111.54,108.73,110.17,65041596,24.9469152954,25.3076755985,24.6701055031,24.9968318153,260166384,0.0,1.0
89,2015-10-01T00:00:00.000Z,109.58,109.62,107.31,109.07,63929100,24.8629647846,24.8720405155,24.3479170564,24.7472492157,255716400,0.0,1.0
90,2015-10-02T00:00:00.000Z,110.38,111.0136,107.55,108.01,58019758,25.0444794025,25.1882389799,24.4023714418,24.506742347,232079032,0.0,1.0
91,2015-10-05T00:00:00.000Z,110.78,111.3698,109.07,109.88,52064743,25.1352367115,25.2690583635,24.7472492157,24.9310327664,208258972,0.0,1.0
92,2015-10-06T00:00:00.000Z,111.31,111.74,109.765,110.63,48856977,25.2554901458,25.3530542529,24.90494004,25.1012027206,195427908,0.0,1.0
93,2015-10-07T00:00:00.000Z,110.78,111.77,109.41,111.74,46765550,25.1352367115,25.3598610511,24.8243929283,25.3530542529,187062200,0.0,1.0
94,2015-10-08T00:00:00.000Z,109.5,110.19,108.21,110.19,61979577,24.8448133229,25.0013696808,24.5521210015,25.0013696808,247918308,0.0,1.0
95,2015-10-09T00:00:00.000Z,112.12,112.28,109.49,110.0,52766140,25.4392736964,25.47557662,24.8425443901,24.958259959,211064560,0.0,1.0
96,2015-10-12T00:00:00.000Z,111.6,112.75,111.44,112.73,30467204,25.3212891948,25.582216458,25.2849862712,25.5776785926,121868816,0.0,1.0
97,2015-10-13T00:00:00.000Z,111.79,112.45,110.68,110.82,33049256,25.3643989166,25.5141484763,25.1125473842,25.1443124424,132197024,0.0,1.0
98,2015-10-14T00:00:00.000Z,110.21,111.52,109.56,111.29,44462449,25.0059075462,25.303137733,24.8584269192,25.2509522804,177849796,0.0,1.0
99,2015-10-15T00:00:00.000Z,111.86,112.1,110.49,110.93,37673452,25.3802814456,25.434735831,25.0694376625,25.1692707023,150693808,0.0,1.0
100,2015-10-16T00:00:00.000Z,111.04,112.0,110.53,111.78,39232609,25.1942289623,25.4120465037,25.0785133934,25.3621299838,156930436,0.0,1.0
101,2015-10-19T00:00:00.000Z,111.73,111.75,110.11,110.8,29759153,25.3507853202,25.3553231857,24.983218219,25.1397745769,119036612,0.0,1.0
102,2015-10-20T00:00:00.000Z,113.77,114.17,110.82,111.34,48967763,25.8136475958,25.9044049048,25.1443124424,25.262296944,195871052,0.0,1.0
103,2015-10-21T00:00:00.000Z,113.76,115.58,113.7,114.0,42326974,25.8113786631,26.2243244188,25.7977650667,25.8658330485,169307896,0.0,1.0
104,2015-10-22T00:00:00.000Z,115.5,115.5,114.1,114.33,41654089,26.206172957,26.206172957,25.8885223757,25.9407078283,166616356,0.0,1.0
105,2015-10-23T00:00:00.000Z,119.08,119.228,116.33,116.7,59366914,27.018450872,27.0520310763,26.394494373,26.4784448838,237467656,0.0,1.0
106,2015-10-26T00:00:00.000Z,115.28,118.13,114.92,118.08,66333781,26.1562564371,26.8029022633,26.074574859,26.7915575997,265335124,0.0,1.0
107,2015-10-27T00:00:00.000Z,114.55,116.54,113.99,115.4,69884400,25.9906243483,26.4421419602,25.8635641157,26.1834836298,279537600,0.0,1.0
108,2015-10-28T00:00:00.000Z,119.27,119.3,116.06,116.93,85551352,27.0615605938,27.0683673919,26.3332331895,26.5306303365,342205408,0.0,1.0
109,2015-10-29T00:00:00.000Z,120.53,120.69,118.27,118.7,51227334,27.3474461169,27.3837490405,26.8346673214,26.9322314285,204909336,0.0,1.0
110,2015-10-30T00:00:00.000Z,119.5,121.22,119.45,120.99,49365254,27.1137460464,27.5040024749,27.1024013828,27.4518170222,197461016,0.0,1.0
111,2015-11-02T00:00:00.000Z,121.18,121.36,119.61,119.87,32203267,27.494926744,27.535767533,27.1387043064,27.1976965572,128813068,0.0,1.0
112,2015-11-03T00:00:00.000Z,122.57,123.49,120.7,120.79,45518976,27.8103083925,28.0190502031,27.3860179732,27.4064383677,182075904,0.0,1.0
113,2015-11-04T00:00:00.000Z,122.0,123.82,121.62,123.13,44886050,27.6809792273,28.093924983,27.5947597838,27.9373686251,179544200,0.0,1.0
114,2015-11-05T00:00:00.000Z,120.92,122.69,120.18,121.85,39552680,27.5539189948,27.9572471177,27.3852959377,27.765837161,158210720,0.52,1.0
115,2015-11-06T00:00:00.000Z,121.06,121.81,120.62,121.11,33042283,27.5858206542,27.7567224012,27.485558296,27.597214104,132169132,0.0,1.0
116,2015-11-09T00:00:00.000Z,120.57,121.81,120.05,120.96,33871405,27.4741648462,27.7567224012,27.3556729683,27.5630337546,135485620,0.0,1.0
117,2015-11-10T00:00:00.000Z,116.77,118.07,116.061,116.9,59127931,26.6082626614,26.9044923562,26.4467035433,26.6378856309,236511724,0.0,1.0
118,2015-11-11T00:00:00.000Z,116.11,117.42,115.21,116.37,45217971,26.4578691241,26.7563775088,26.2527870277,26.517115063,180871884,0.0,1.0
119,2015-11-12T00:00:00.000Z,115.72,116.82,115.65,116.26,32525579,26.3690002156,26.6196561112,26.3530493859,26.4920494735,130102316,0.0,1.0
120,2015-11-13T00:00:00.000Z,112.34,115.57,112.27,115.2,45812403,25.5988030092,26.3348198662,25.5828521795,26.2505083377,183249612,0.0,1.0
121,2015-11-16T00:00:00.000Z,114.175,114.24,111.0,111.38,38106701,26.0169426168,26.0317541016,25.2934585546,25.3800487731,152426804,0.0,1.0
122,2015-11-17T00:00:00.000Z,113.69,115.05,113.32,114.92,27583101,25.9064261538,26.2163279883,25.8221146253,26.1867050189,110332404,0.0,1.0
123,2015-11-18T00:00:00.000Z,117.29,117.49,115.5,115.76,46674697,26.7267545393,26.7723283385,26.3188690365,26.3781149755,186698788,0.0,1.0
124,2015-11-19T00:00:00.000Z,118.78,119.75,116.76,117.64,43295820,27.0662793434,27.2873122695,26.6059839715,26.8065086879,173183280,0.0,1.0
125,2015-11-20T00:00:00.000Z,119.3,119.92,118.85,119.2,34287096,27.1847712213,27.3260499988,27.0822301731,27.1619843217,137148384,0.0,1.0
126,2015-11-23T00:00:00.000Z,117.75,119.73,117.34,119.27,32482528,26.8315742775,27.2827548896,26.7381479891,27.1779351514,129930112,0.0,1.0
127,2015-11-24T00:00:00.000Z,118.88,119.35,117.12,117.33,42803172,27.089066243,27.1961646711,26.68801681,26.7358692992,171212688,0.0,1.0
128,2015-11-25T00:00:00.000Z,118.03,119.23,117.92,119.21,21388308,26.8953775964,27.1688203916,26.8703120068,27.1642630116,85553232,0.0,1.0
129,2015-11-27T00:00:00.000Z,117.81,118.41,117.6,118.29,13046445,26.8452464173,26.9819678148,26.7973939281,26.9546235353,52185780,0.0,1.0
130,2015-11-30T00:00:00.000Z,118.3,119.41,117.75,117.99,39180322,26.9569022253,27.2098368108,26.8315742775,26.8862628365,156721288,0.0,1.0
131,2015-12-01T00:00:00.000Z,117.34,118.81,116.86,118.75,34852374,26.7381479891,27.0731154132,26.6287708711,27.0594432735,139409496,0.0,1.0
132,2015-12-02T00:00:00.000Z,116.28,118.11,116.08,117.05,33386563,26.4966068534,26.9136071161,26.4510330542,26.6720659803,133546252,0.0,1.0
133,2015-12-03T00:00:00.000Z,115.2,116.79,114.22,116.55,41569509,26.2505083377,26.6128200413,26.0271967217,26.5581314823,166278036,0.0,1.0
134,2015-12-04T00:00:00.000Z,119.03,119.25,115.11,115.29,57776977,27.1232465924,27.1733777715,26.2300001281,26.2710165474,231107908,0.0,1.0
135,2015-12-07T00:00:00.000Z,118.28,119.86,117.81,118.98,32084249,26.9523448454,27.312377859,26.8452464173,27.1118531426,128336996,0.0,1.0
136,2015-12-08T00:00:00.000Z,118.23,118.6,116.86,117.52,34309450,26.9409513956,27.0252629241,26.6287708711,26.7791644084,137237800,0.0,1.0
137,2015-12-09T00:00:00.000Z,115.62,117.69,115.08,117.64,46361357,26.346213316,26.8179021377,26.2231640582,26.8065086879,185445428,0.0,1.0
138,2015-12-10T00:00:00.000Z,116.17,116.94,115.51,116.04,29212727,26.4715412638,26.6470003907,26.3211477265,26.4419182944,116850908,0.0,1.0
139,2015-12-11T00:00:00.000Z,113.18,115.39,112.851,115.19,46886161,25.7902129658,26.293803447,25.7152440662,26.2482296478,187544644,0.0,1.0
140,2015-12-14T00:00:00.000Z,112.48,112.68,109.79,112.18,65003609,25.6307046686,25.6762784678,25.0177370694,25.5623439698,260014436,0.0,1.0
141,2015-12-15T00:00:00.000Z,110.49,112.8,110.35,111.94,53323105,25.1772453666,25.7036227474,25.1453437072,25.5076554108,213292420,0.0,1.0
142,2015-12-16T00:00:00.000Z,111.34,111.99,108.8,111.07,56238467,25.3709340132,25.5190488606,24.7921467634,25.3094093843,224953868,0.0,1.0
143,2015-12-17T00:00:00.000Z,108.98,112.25,108.98,112.02,44772827,24.8331631827,25.5782947996,24.8331631827,25.5258849305,179091308,0.0,1.0
144,2015-12-18T00:00:00.000Z,106.03,109.52,105.81,108.91,96453327,24.1609496445,24.9562124405,24.1108184654,24.817212353,385813308,0.0,1.0
145,2015-12-21T00:00:00.000Z,107.33,107.37,105.57,107.28,47590610,24.4571793393,24.4662940991,24.0561299064,24.4457858895,190362440,0.0,1.0
146,2015-12-22T00:00:00.000Z,107.23,107.72,106.451,107.4,32789367,24.4343924397,24.5460482477,24.2568824918,24.473130169,131157468,0.0,1.0
147,2015-12-23T00:00:00.000Z,108.61,108.85,107.2,107.27,32657354,24.7488516542,24.8035402132,24.4275563698,24.4435071996,130629416,0.0,1.0
148,2015-12-24T00:00:00.000Z,108.03,109.0,107.95,109.0,13596680,24.6166876365,24.8377205626,24.5984581168,24.8377205626,54386720,0.0,1.0
149,2015-12-28T00:00:00.000Z,106.82,107.69,106.1807,107.59,26704210,24.3409661514,24.5392121779,24.1952895022,24.5164252783,106816840,0.0,1.0
150,2015-12-29T00:00:00.000Z,108.74,109.43,106.86,106.96,30931243,24.7784746237,24.9357042309,24.3500809112,24.3728678108,123724972,0.0,1.0
151,2015-12-30T00:00:00.000Z,107.32,108.7,107.18,108.58,25213777,24.4549006493,24.7693598638,24.4229989899,24.7420155843,100855108,0.0,1.0
152,2015-12-31T00:00:00.000Z,105.26,107.03,104.82,107.01,40912316,23.9854905176,24.3888186405,23.8852281594,24.3842612606,163649264,0.0,1.0
153,2016-01-04T00:00:00.000Z,105.35,105.368,102.0,102.61,67649387,24.0059987273,24.0101003692,23.2426375907,23.3816376782,270597548,0.0,1.0
154,2016-01-05T00:00:00.000Z,102.71,105.85,102.41,105.75,55790992,23.4044245778,24.1199332252,23.3360638791,24.0971463256,223163968,0.0,1.0
155,2016-01-06T00:00:00.000Z,100.7,102.37,99.87,100.56,68457388,22.9464078959,23.3269491192,22.7572766292,22.9145062365,273829552,0.0,1.0
156,2016-01-07T00:00:00.000Z,96.45,100.13,96.43,98.68,81094428,21.977964663,22.8165225682,21.973407283,22.486112524,324377712,0.0,1.0
157,2016-01-08T00:00:00.000Z,96.96,99.11,96.76,98.55,70798016,22.0941778509,22.5840961923,22.0486040517,22.4564895545,283192064,0.0,1.0
158,2016-01-11T00:00:00.000Z,98.53,99.06,97.34,98.97,49739377,22.4519321746,22.5727027425,22.1807680694,22.5521945329,198957508,0.0,1.0
159,2016-01-12T00:00:00.000Z,99.96,100.69,98.8399,100.55,49154227,22.7777848389,22.944129206,22.5225487765,22.9122275465,196616908,0.0,1.0
160,2016-01-13T00:00:00.000Z,97.39,101.19,97.3,100.32,62439631,22.1921615192,23.0580637039,22.1716533096,22.8598176774,249758524,0.0,1.0
161,2016-01-14T00:00:00.000Z,99.52,100.48,95.74,97.96,63170127,22.6775224806,22.8962767168,21.8161776758,22.3220468469,252680508,0.0,1.0
162,2016-01-15T00:00:00.000Z,97.13,97.71,95.36,96.2,79833891,22.1329155802,22.2650795979,21.7295874573,21.920997414,319335564,0.0,1.0
163,2016-01-19T00:00:00.000Z,96.66,98.65,95.5,98.41,53087747,22.0258171521,22.4792764541,21.7614891168,22.4245878951,212350988,0.0,1.0
164,2016-01-20T00:00:00.000Z,96.79,98.1897,93.42,95.1,72334416,22.0554401216,22.3743883553,21.2875216051,21.6703415184,289337664,0.0,1.0
165,2016-01-21T00:00:00.000Z,96.3,97.88,94.94,97.06,52161463,21.9437843136,22.3038173272,21.633882479,22.1169647505,208645852,0.0,1.0
166,2016-01-22T00:00:00.000Z,101.42,101.46,98.37,98.63,65800467,23.110473573,23.1195883329,22.4154731353,22.4747190742,263201868,0.0,1.0
167,2016-01-25T00:00:00.000Z,99.44,101.53,99.21,101.52,51794525,22.659292961,23.1355391626,22.6068830919,23.1332604726,207178100,0.0,1.0
168,2016-01-26T00:00:00.000Z,99.99,100.88,98.07,99.93,75077002,22.7846209088,22.9874243152,22.3471124365,22.770948769,300308008,0.0,1.0
169,2016-01-27T00:00:00.000Z,93.42,96.6289,93.34,96.04,133369674,21.2875216051,22.0187304264,21.2692920854,21.8845383746,533478696,0.0,1.0
170,2016-01-28T00:00:00.000Z,94.09,94.52,92.39,93.79,55678825,21.4401938324,21.5381775007,21.0528165393,21.3718331336,222715300,0.0,1.0
171,2016-01-29T00:00:00.000Z,97.34,97.34,94.35,94.79,64416504,22.1807680694,22.1807680694,21.4994397714,21.5997021296,257666016,0.0,1.0
172,2016-02-01T00:00:00.000Z,96.43,96.71,95.4,96.47,40943541,21.973407283,22.0372106019,21.7387022172,21.9825220429,163774164,0.0,1.0
173,2016-02-02T00:00:00.000Z,94.48,96.04,94.28,95.42,37357215,21.5290627409,21.8845383746,21.4834889417,21.7432595971,149428860,0.0,1.0
174,2016-02-03T00:00:00.000Z,96.35,96.84,94.08,95.0,45964294,21.9551777634,22.0668335714,21.4379151425,21.6475546188,183857176,0.0,1.0
175,2016-02-04T00:00:00.000Z,96.6,97.33,95.19,95.86,46471652,22.1306368903,22.2978766929,21.8076120661,21.9611061315,185886608,0.52,1.0
